BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,ZipCode,TaxParcelId,LargestPropertyUseType
NonResidential,Warehouse,greater duwamish,1953,1,0,42420,34.0,26.60000038,0.69,GazNaturel & Électricité,98108.0,73279,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1979,1,0,36982,,11.0,0.19,Électricité,98108.0,73279,Distribution Center
NonResidential,Warehouse,greater duwamish,1964,2,0,23400,,19.5,0.13,Électricité,98108.0,73279,Non-Refrigerated Warehouse
NonResidential,Other,magnolia / queen anne,1948,2,0,30720,,65.80000305,2.19,GazNaturel,98109.0,54573,Other
NonResidential,Warehouse,greater duwamish,1972,1,0,23232,,5.5,0.04,Électricité,98108.0,73766,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1974,1,0,35046,100.0,33.59999847,0.5,Électricité,98108.0,73766,Non-Refrigerated Warehouse
NonResidential,Refrigerated Warehouse,greater duwamish,1961,1,0,25577,,34.5,0.55,Électricité,98108.0,73766,Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1974,1,0,43380,89.0,9.600000381,0.07,Électricité,98108.0,73766,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,lake union,1995,3,0,20410,8.0,138.6000061,3.81,Électricité & GazNaturel,98020.0,44523,Office
NonResidential,Small- and Mid-Sized Office,northwest,1983,3,6300,18396,87.0,33.90000153,0.18,Électricité,98133.0,54643,Office
NonResidential,Worship Facility,northwest,2002,1,0,24955,47.0,31.0,0.88,GazNaturel & Électricité,98125.0,64116,Worship Facility
NonResidential,Other,central,1991,3,0,34074,,253.8999939,8.4,GazNaturel & Électricité,98112.0,50160,Other/Specialty Hospital
NonResidential,Hotel,downtown,2006,10,22225,370327,23.0,87.30000305,1.08,Électricité & GazNaturel,98104.0,50173,Hotel
NonResidential,Worship Facility,north,1961,2,0,76475,,25.0,0.88,GazNaturel & Électricité,98125.0,64136,Worship Facility
NonResidential,K-12 School,north,1988,2,0,32961,86.0,52.20000076,1.91,GazNaturel,98125.0,64136,K-12 School
Nonresidential COS,Other,northwest,2004,1,14570,12806,,90.30000305,0.97,Électricité & GazNaturel,98103.0,64305,Library
Campus,K-12 School,central,1950,1,0,109794,87.0,33.29999924,1.05,GazNaturel & Électricité,98112.0,66000,K-12 School
NonResidential,Other,central,1911,3,0,25200,,55.79999924,2.1,GazNaturel,98122.0,57075,Other - Lodging/Residential
NonResidential,Supermarket / Grocery Store,north,1996,1,0,44755,56.0,254.1999969,7.57,Électricité & GazNaturel,98125.0,57245,Supermarket/Grocery Store
NonResidential,Other,east,1907,2,0,22320,,10.30000019,0.22,Électricité & GazNaturel,98122.0,60030,"Repair Services (Vehicle, Shoe, Locksmith, etc)"
NonResidential,Mixed Use Property,east,1912,3,0,24000,,39.70000076,0.38,Électricité,98122.0,60030,Office
NonResidential,Small- and Mid-Sized Office,east,1920,3,0,23422,65.0,123.9000015,5.47,GazNaturel,98122.0,60030,Office
NonResidential,Other,east,1975,2,11328,27551,,91.69999695,0.74,Électricité,98122.0,72346,Urgent Care/Clinic/Other Outpatient
NonResidential,Mixed Use Property,east,1998,5,14625,38409,93.0,95.69999695,1.58,Électricité & GazNaturel,98122.0,72346,Multifamily Housing
NonResidential,Warehouse,east,1920,2,0,23040,99.0,3.5,0.04,Électricité,98112.0,60030,Non-Refrigerated Warehouse
NonResidential,Warehouse,east,1958,2,0,61880,66.0,9.800000191,0.07,Électricité,98122.0,60030,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,east,1925,2,0,27938,97.0,37.0,0.26,Électricité,98122.0,60030,Office
NonResidential,Other,northeast,1924,2,0,21600,,38.40000153,0.52,Électricité,98105.0,67467,Other - Services
Nonresidential COS,Other,northeast,1929,3,0,27908,,99.69999695,2.27,GazNaturel & Électricité,98105.0,67467,Other
Campus,K-12 School,central,2000,2,0,30562,69.0,59.70000076,1.82,GazNaturel & Électricité,98112.0,66000,K-12 School
NonResidential,Retail Store,downtown,2000,3,0,54969,67.0,68.59999847,0.72,Électricité,98104.0,66007,Retail Store
NonResidential,K-12 School,central,1951,2,0,36825,,29.29999924,1.39,Électricité & GazNaturel,98122.0,72346,K-12 School
NonResidential,Small- and Mid-Sized Office,east,1958,3,0,25834,73.0,69.90000153,2.09,Électricité & GazNaturel,98122.0,72346,Office
NonResidential,Worship Facility,east,1929,1,0,37700,38.0,80.30000305,3.98,GazNaturel,98102.0,67627,Worship Facility
NonResidential,Mixed Use Property,central,2004,6,0,97229,100.0,17.0,0.07,Électricité,98122.0,72346,Multifamily Housing
NonResidential,Small- and Mid-Sized Office,northwest,1982,3,0,25111,77.0,48.0,0.99,Électricité & GazNaturel,98103.0,43107,Office
NonResidential,Worship Facility,magnolia / queen anne,1953,2,0,31805,10.0,59.40000153,2.15,GazNaturel,98199.0,68221,Worship Facility
NonResidential,K-12 School,magnolia / queen anne,1953,1,0,20811,95.0,69.30000305,2.11,GazNaturel & Électricité,98199.0,68221,K-12 School
Nonresidential COS,Warehouse,greater duwamish,1967,2,0,22058,1.0,112.1999969,3.01,GazNaturel & Électricité,98134.0,68347,Non-Refrigerated Warehouse
NonResidential,Refrigerated Warehouse,greater duwamish,1970,1,0,22890,,212.3999939,5.23,Électricité,98108.0,73766,Refrigerated Warehouse
NonResidential,Other,greater duwamish,1907,5,0,36000,,35.29999924,1.2,GazNaturel & Électricité,98112.0,73766,Other
NonResidential,Distribution Center,greater duwamish,1971,1,0,28320,1.0,155.5,2.4,Électricité,98108.0,73766,Distribution Center
NonResidential,Worship Facility,northeast,1955,1,0,29079,78.0,32.0,0.76,Électricité & GazNaturel,98115.0,43612,Worship Facility
NonResidential,Small- and Mid-Sized Office,east,1982,3,9616,19232,82.0,40.0,0.18,Électricité,98112.0,43857,Office
NonResidential,Small- and Mid-Sized Office,ballard,1988,2,0,20535,7.0,90.09999847,1.89,Électricité & GazNaturel,98107.0,74420,Office
NonResidential,Laboratory,magnolia / queen anne,1985,2,0,43025,,235.8999939,5.95,Électricité & GazNaturel,98119.0,74420,Laboratory
NonResidential,Warehouse,greater duwamish,1965,1,0,30800,65.0,15.80000019,0.11,Électricité,98108.0,53672,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,east,1900,3,0,22168,,85.90000153,2.23,Électricité & GazNaturel,98104.0,15627,Multifamily Housing
NonResidential,Warehouse,greater duwamish,1922,1,0,37400,73.0,24.29999924,0.21,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Large Office,downtown,2000,11,0,268130,88.0,56.09999847,0.4,Électricité,98104.0,88097,Office
NonResidential,Small- and Mid-Sized Office,downtown,2000,11,0,68452,79.0,58.09999847,0.39,Électricité,98104.0,88097,Office
NonResidential,Large Office,downtown,2000,11,0,273185,88.0,52.20000076,0.38,Électricité,98104.0,88097,Office
NonResidential,K-12 School,northeast,1924,3,0,97500,97.0,44.29999924,1.6,GazNaturel,98105.0,10250,K-12 School
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1982,5,0,54015,75.0,55.90000153,0.39,Électricité,98119.0,70153,Office
NonResidential,Restaurant,downtown,1985,13,0,42000,,147.3000031,6.52,Mixte,98101.0,60945,Other - Restaurant/Bar
NonResidential,Large Office,downtown,1982,24,0,119701,67.0,70.0,0.49,Électricité,98121.0,5864,Office
Nonresidential COS,Other,north,1965,1,0,24697,,69.69999695,1.18,Électricité & GazNaturel,98125.0,38345,Library
NonResidential,University,central,2013,1,0,57468,,55.79999924,1.56,Électricité & GazNaturel,98144.0,36461,College/University
NonResidential,University,east,2006,5,0,84000,,149.1999969,5.26,GazNaturel & Électricité,98122.0,60030,College/University
NonResidential,Retail Store,downtown,1991,3,0,103000,89.0,52.29999924,0.79,Électricité,98101.0,60650,Retail Store
NonResidential,Supermarket / Grocery Store,southwest,2008,1,0,37864,61.0,218.1000061,4.67,Électricité & GazNaturel,98116.0,13331,Supermarket/Grocery Store
NonResidential,Supermarket / Grocery Store,east,1950,2,0,66497,84.0,139.6999969,1.08,Électricité,98122.0,68507,Supermarket/Grocery Store
NonResidential,Retail Store,magnolia / queen anne,2006,4,0,34010,,94.0,0.73,Électricité,98109.0,44587,Retail Store
NonResidential,Supermarket / Grocery Store,magnolia / queen anne,2006,4,0,45980,79.0,186.5,4.21,Électricité & GazNaturel,98109.0,44587,Supermarket/Grocery Store
NonResidential,Retail Store,east,1996,3,0,45743,88.0,115.5,1.82,Électricité,98122.0,31486,Retail Store
NonResidential,Other,central,1991,1,0,45000,,83.80000305,3.06,GazNaturel,98122.0,98282,Fitness Center/Health Club/Gym
NonResidential,Other,greater duwamish,1999,6,0,333698,,43.90000153,0.89,Électricité & GazNaturel,98134.0,76662,Parking
NonResidential,Warehouse,greater duwamish,1904,4,0,72859,55.0,21.60000038,0.17,Électricité,98108.0,34668,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,greater duwamish,2004,3,0,21947,,61.59999847,1.72,Électricité & GazNaturel,98134.0,76662,Other
NonResidential,Warehouse,northeast,1940,0,0,384772,69.0,39.0,1.02,Électricité & GazNaturel,98115.0,2250,Non-Refrigerated Warehouse
NonResidential,Medical Office,northeast,1960,0,0,30287,32.0,81.30000305,1.08,Électricité,98115.0,2250,Medical Office
NonResidential,Small- and Mid-Sized Office,northeast,1960,0,0,21931,32.0,134.8000031,6.62,GazNaturel & Électricité,98115.0,2250,Office
NonResidential,Small- and Mid-Sized Office,downtown,1985,6,0,73102,84.0,48.40000153,0.41,Électricité,98104.0,52478,Office
NonResidential,Mixed Use Property,east,1916,2,59401,81422,,19.79999924,0.2,Électricité,98102.0,68507,Parking
Nonresidential COS,Mixed Use Property,greater duwamish,1966,1,0,87458,,106.0,3.09,GazNaturel & Électricité,98134.0,76662,Office
NonResidential,Supermarket / Grocery Store,north,2011,1,0,51400,74.0,233.0,5.91,Électricité & GazNaturel,98115.0,67981,Supermarket/Grocery Store
NonResidential,Small- and Mid-Sized Office,lake union,1993,1,0,26263,64.0,63.70000076,0.43,Électricité,98103.0,61479,Office
Nonresidential COS,Other,central,1968,1,0,21400,,261.7000122,7.41,GazNaturel & Électricité,98122.0,75448,Other - Recreation
NonResidential,Laboratory,east,2000,8,0,178000,,302.7000122,14.32,Vapeur & Électricité,98104.0,85909,Laboratory
NonResidential,Large Office,greater duwamish,2005,4,0,162157,,255.3999939,3.31,Électricité,98134.0,76662,Office
NonResidential,Supermarket / Grocery Store,magnolia / queen anne,2003,4,0,33997,23.0,267.2999878,2.78,Électricité,98119.0,86814,Supermarket/Grocery Store
NonResidential,Large Office,lake union,2012,11,0,526423,97.0,42.79999924,0.31,Électricité,98109.0,19862,Office
NonResidential,Mixed Use Property,downtown,1902,6,0,74211,97.0,22.79999924,0.13,Électricité,98104.0,52478,Office
NonResidential,Warehouse,southeast,1988,2,0,45700,99.0,5.300000191,0.34,Électricité,98178.0,3230,Non-Refrigerated Warehouse
Nonresidential COS,Other,northeast,1929,0,0,502030,,36.59999847,1.09,Électricité & GazNaturel,98115.0,2250,Other - Recreation
NonResidential,Other,northwest,2012,2,0,53575,,593.5999756,11.57,Électricité,98013.0,30260,Urgent Care/Clinic/Other Outpatient
NonResidential,Large Office,greater duwamish,2012,6,0,157345,63.0,74.09999847,0.59,Électricité,98134.0,76662,Office
NonResidential,Residence Hall,northeast,2012,5,0,136758,90.0,32.20000076,1.28,Électricité & GazNaturel,98195.0,11420,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,2012,7,0,192259,72.0,47.59999847,1.0,Électricité & GazNaturel,98195.0,11420,Residence Hall/Dormitory
Nonresidential COS,Other,greater duwamish,2012,2,0,137138,,40.20000076,0.28,Électricité,98108.0,29240,Other - Utility
NonResidential,Other,east,2012,7,0,267470,,159.6999969,5.97,Électricité & Vapeur,98101.0,85909,Other
NonResidential,Hospital,northeast,2013,8,0,330000,58.0,239.1999969,5.42,GazNaturel & Électricité,98145.0,10250,Hospital (General Medical & Surgical)
NonResidential,Retail Store,magnolia / queen anne,1918,3,0,43832,67.0,96.90000153,3.29,GazNaturel & Électricité,98109.0,70110,Retail Store
NonResidential,Other,southwest,1987,6,0,146363,,83.0,2.23,Électricité & GazNaturel,98116.0,75792,Strip Mall
NonResidential,Supermarket / Grocery Store,southwest,2011,1,0,67263,78.0,226.1000061,5.24,Électricité & GazNaturel,98116.0,23015,Supermarket/Grocery Store
NonResidential,Large Office,downtown,1988,13,149326,204760,88.0,59.29999924,0.42,Électricité,98121.0,19772,Office
NonResidential,Worship Facility,northeast,2008,2,0,70292,37.0,30.5,0.82,Électricité & GazNaturel,98105.0,10250,Worship Facility
NonResidential,Other,downtown,1975,7,35120,55559,100.0,694.7000122,3.2,Électricité,98121.0,6590,Data Center
NonResidential,Laboratory,lake union,2013,8,114010,225581,,248.1999969,3.2,Électricité & GazNaturel,98109.0,19882,Laboratory
NonResidential,Small- and Mid-Sized Office,central,2013,6,0,52000,100.0,5.0,-0.02,Vapeur,98122.0,72346,Office
NonResidential,K-12 School,east,2014,2,0,35780,22.0,78.0,1.44,Électricité,98122.0,87256,K-12 School
NonResidential,Large Office,magnolia / queen anne,2013,3,28217,76844,100.0,17.0,0.09,Électricité,98119.0,76662,Office
NonResidential,Small- and Mid-Sized Office,downtown,2013,3,14989,47673,67.0,55.90000153,0.32,Électricité,98144.0,71343,Office
NonResidential,Hotel,ballard,2013,4,22948,39433,62.0,58.0,0.39,Électricité,98107.0,27677,Hotel
NonResidential,Senior Care Community,central,2013,6,0,79805,25.0,96.40000153,2.32,Électricité & GazNaturel,98112.0,28250,Senior Care Community
NonResidential,K-12 School,northwest,2014,2,0,48925,82.0,26.70000076,0.47,Électricité,98125.0,28321,K-12 School
Nonresidential COS,Other,magnolia / queen anne,1962,1,0,29000,,90.80000305,1.9,Électricité & GazNaturel,98109.0,19852,Other
NonResidential,Other,northeast,2013,6,239252,65773,,78.30000305,2.65,GazNaturel & Électricité,98105.0,9250,Lifestyle Center
NonResidential,Large Office,greater duwamish,2014,7,146687,187027,,24.29999924,0.13,Électricité,98134.0,76662,Office
NonResidential,Other,greater duwamish,2014,2,0,56988,,22.20000076,0.28,Électricité & GazNaturel,98134.0,76662,Automobile Dealership
Campus,University,greater duwamish,2007,2,0,149856,,45.09999847,0.72,Électricité,98108.0,18,College/University
NonResidential,Other,delridge,2010,2,0,44162,,38.0,0.86,Électricité & GazNaturel,98146.0,28958,Pre-school/Daycare
Nonresidential COS,Other,southeast,2013,1,0,53775,,231.3999939,8.51,GazNaturel & Électricité,98118.0,21237,Other - Recreation
NonResidential,Small- and Mid-Sized Office,east,1912,2,0,64820,,39.40000153,0.45,Électricité,98122.0,75025,Office
NonResidential,University,east,1993,2,0,99765,,33.79999924,0.74,Électricité & GazNaturel,98122.0,60030,College/University
NonResidential,University,east,1925,3,0,428347,,82.5,2.99,Électricité & Vapeur,98122.0,60030,College/University
NonResidential,Hospital,east,1920,8,0,374466,74.0,165.5,16.91,Électricité & Vapeur,98101.0,19792,Hospital (General Medical & Surgical)
NonResidential,Senior Care Community,downtown,1989,3,156000,41395,,65.19999695,0.3,Électricité & GazNaturel,98101.0,65983,Senior Care Community
NonResidential,Supermarket / Grocery Store,ballard,2010,8,0,41198,44.0,189.0,2.0,Électricité,98107.0,27676,Supermarket/Grocery Store
Nonresidential COS,Other,greater duwamish,2014,1,0,20993,,45.79999924,0.51,Électricité,98124.0,85929,"Repair Services (Vehicle, Shoe, Locksmith, etc)"
NonResidential,Other,southeast,2009,0,0,40265,,56.20000076,1.28,Électricité & GazNaturel,98108.0,60561,Pre-school/Daycare
Campus,University,northeast,1900,0,0,9320156,,0.0,1.2,Électricité,98105.0,16250,College/University
NonResidential,University,northeast,1969,4,0,58779,,0.0,0.44,Électricité,98195.0,16250,College/University
NonResidential,Residence Hall,northeast,2011,0,0,176225,91.0,29.60000038,0.59,Électricité & GazNaturel,98105.0,16250,Residence Hall/Dormitory
NonResidential,University,northeast,1998,6,0,203030,,0.0,0.98,Électricité,98195.0,16250,College/University
NonResidential,Residence Hall,northeast,1953,0,0,166991,19.0,99.40000153,2.62,Électricité & GazNaturel,98195.0,16250,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,1970,0,0,89392,16.0,83.69999695,0.54,Électricité,98195.0,16250,Residence Hall/Dormitory
NonResidential,Residence Hall,northeast,2011,0,0,97040,69.0,42.0,0.64,Électricité,98195.0,16250,Residence Hall/Dormitory
NonResidential,Large Office,lake union,2014,6,0,427181,99.0,39.40000153,0.5,Électricité,98109.0,19832,Office
NonResidential,Self-Storage Facility,southeast,2014,4,14004,87576,,10.69999981,0.1,Électricité,98144.0,33574,Self-Storage Facility
NonResidential,Other,northeast,2014,3,0,33648,,35.90000153,0.29,Électricité,98105.0,67467,Parking
NonResidential,Small- and Mid-Sized Office,east,2015,5,0,37873,,62.0,1.72,Électricité & GazNaturel,98122.0,60035,Office
NonResidential,Large Office,magnolia / queen anne,2015,10,0,513816,,52.09999847,0.42,Électricité,98109.0,22495,Office
NonResidential,Hotel,downtown,2015,14,0,144614,89.0,34.79999924,0.35,Électricité,98101.0,33744,Hotel
NonResidential,Large Office,lake union,2014,12,163260,317442,99.0,37.79999924,0.31,Électricité,98109.0,19912,Office
NonResidential,Mixed Use Property,magnolia / queen anne,2014,2,0,25532,,28.5,0.17,Électricité,98199.0,27716,Office
NonResidential,Other,greater duwamish,2015,2,0,108036,,49.0,0.85,Électricité,98134.0,76662,Parking
NonResidential,Large Office,lake union,2015,12,166208,317189,98.0,42.09999847,0.42,Électricité,98109.0,19832,Office
Nonresidential COS,Large Office,lake union,2014,13,197659,339038,98.0,40.20000076,0.46,Électricité,98109.0,24674,Office
NonResidential,Hotel,lake union,2014,4,41539,85284,72.0,68.5,1.03,Électricité & GazNaturel,98103.0,19313,Hotel
NonResidential,Warehouse,greater duwamish,1955,1,4222,47863,37.0,80.30000305,3.03,GazNaturel,98108.0,28240,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1929,2,0,24990,9.0,189.3000031,5.39,GazNaturel & Électricité,98108.0,28240,Office
NonResidential,Other,northeast,2013,1,0,72000,,44.40000153,0.94,Électricité & GazNaturel,98155.0,2250,Other - Recreation
NonResidential,K-12 School,greater duwamish,2015,3,0,45000,77.0,30.60000038,0.21,Électricité,98144.0,75483,K-12 School
